query	document	reference	score	query_type
Who was King Benjamin and what did he teach?	Neither have I suffered that ye should be confined in dungeons, nor that ye should make slaves one of another, nor that ye should murder, or plunder, or steal, or commit adultery; nor even have I suffered that ye should commit any manner of wickedness, and have taught you that ye should keep the commandments of the Lord, in all things which he hath commanded you—	Mosiah 2:13	2	person
Who was King Benjamin and what did he teach?	But ye will teach them to walk in the ways of truth and soberness; ye will teach them to love one another, and to serve one another.	Mosiah 4:15	2	person
Who was King Benjamin and what did he teach?	And it came to pass that after they had spoken these words the Spirit of the Lord came upon them, and they were filled with joy, having received a remission of their sins, and having peace of conscience, because of the exceeding faith which they had in Jesus Christ who should come, according to the words which king Benjamin had spoken unto them.	Mosiah 4:3	2	person
Who was King Benjamin and what did he teach?	And it came to pass that there was not one soul, except it were little children, but who had entered into the covenant and had taken upon them the name of Christ.	Mosiah 6:2	1	person
Who was King Benjamin and what did he teach?	And they pitched their tents round about the temple, every man having his tent with the door thereof towards the temple, that thereby they might remain in their tents and hear the words which king Benjamin should speak unto them;	Mosiah 2:6	2	person
Who was King Benjamin and what did he teach?	And secondly, he doth require that ye should do as he hath commanded you; for which if ye do, he doth immediately bless you; and therefore he hath paid you. And ye are still indebted unto him, and are, and will be, forever and ever; therefore, of what have ye to boast?	Mosiah 2:24	2	person
Who was King Benjamin and what did he teach?	And now, it came to pass that Mosiah went and did as his father had commanded him, and proclaimed unto all the people who were in the land of Zarahemla that thereby they might gather themselves together, to go up to the temple to hear the words which his father should speak unto them.	Mosiah 1:18	1	person
Who was King Benjamin and what did he teach?	Wherefore, with the help of these, king Benjamin, by laboring with all the might of his body and the faculty of his whole soul, and also the prophets, did once more establish peace in the land.	Words of Mormon 1:18	2	person
Who was King Benjamin and what did he teach?	And behold, I tell you these things that ye may learn wisdom; that ye may learn that when ye are in the service of your fellow beings ye are only in the service of your God.	Mosiah 2:17	3	person
Tell me about the city of Zarahemla	Yea, even that great city Zarahemla did they cause to be built again.	4 Nephi 1:8	3	place
Tell me about the city of Zarahemla	Let them build up a city unto my name upon the land opposite the city of Nauvoo, and let the name of Zarahemla be named upon it.	D&C 125:3	1	place
Tell me about the city of Zarahemla	Behold, that great city Zarahemla have I burned with fire, and the inhabitants thereof.	3 Nephi 9:3	3	place
Tell me about the city of Zarahemla	And the city of Zarahemla did take fire.	3 Nephi 8:8	2	place
Tell me about the city of Zarahemla	Yea, wo unto this great city of Zarahemla; for behold, it is because of those who are righteous that it is saved; yea, wo unto this great city, for I perceive, saith the Lord, that there are many, yea, even the more part of this great city, that will harden their hearts against me, saith the Lord.	Helaman 13:12	3	place
Tell me about the city of Zarahemla	And they also began a foundation for a city between the city of Moroni and the city of Aaron, joining the borders of Aaron and Moroni; and they called the name of the city, or the land, Nephihah.	Alma 50:14	0	place
Tell me about the city of Zarahemla	Now the Lamanites and the Amalekites and the people of Amulon had built a great city, which was called Jerusalem.	Alma 21:2	0	place
Tell me about the city of Zarahemla	And it came to pass that Zoram and his sons crossed over the river Sidon, with their armies, and marched away beyond the borders of Manti into the south wilderness, which was on the east side of the river Sidon.	Alma 16:7	0	place
Tell me about the city of Zarahemla	Verily, thus saith the Lord, I say unto you, if those who call themselves by my name and are essaying to be my saints, if they will do my will and keep my commandments concerning them, let them gather themselves together unto the places which I shall appoint unto them by my servant Joseph, and build up cities unto my name, that they may be prepared for that which is in store for a time to come.	D&C 125:2	0	place
Tell me about the city of Zarahemla	The land of Manti, or the city of Manti, and the city of Zeezrom, and the city of Cumeni, and the city of Antiparah.	Alma 56:14	0	place
